 Container benchi-conduit  Creating
 Container benchi-conduit  Created
Attaching to benchi-conduit
benchi-conduit  | {"level":"info","component":"badger.DB","time":1742314098573,"message":"All 0 tables opened in 0s"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743},{"func":"github.com/conduitio/conduit/pkg/lifecycle/stream.(*SourceNode).Run","file":"/app/pkg/lifecycle/stream/source.go","line":120},{"func":"github.com/conduitio/conduit/pkg/connector.(*Source).open","file":"/app/pkg/connector/source.go","line":308}],"error":"node postgres-to-kafka:postgres-source stopped with error: could not open source connector: could not open source connector plugin: failed to find primary key for table employees: failed to query table keys: failed to connect to `user=meroxauser database=meroxadb`:\n\thostname resolving error: lookup source-postgres on 127.0.0.11:53: no such host\n\tlookup source-postgres on 127.0.0.11:53: no such host","component":"lifecycle.Service","node_id":"postgres-to-kafka:postgres-source","time":1742314133192,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node fanin stopped with error: context canceled","component":"lifecycle.Service","node_id":"fanin","time":1742314133192,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node postgres-to-kafka:kafka-destination-acker stopped with error: context canceled","component":"lifecycle.Service","node_id":"postgres-to-kafka:kafka-destination-acker","time":1742314133192,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node postgres-to-kafka:kafka-destination-metrics stopped with error: context canceled","component":"lifecycle.Service","node_id":"postgres-to-kafka:kafka-destination-metrics","time":1742314133192,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node postgres-to-kafka:postgres-source-metrics stopped with error: context canceled","component":"lifecycle.Service","node_id":"postgres-to-kafka:postgres-source-metrics","time":1742314133192,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node fanout stopped with error: context canceled","component":"lifecycle.Service","node_id":"fanout","time":1742314133192,"message":"node stopped"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1742314133192,"message":"destination connector plugin successfully torn down"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314134187,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314134192,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314135192,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314135197,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314136198,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314136202,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314137205,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314137216,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314138217,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314138225,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314139226,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314139233,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314140233,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314140240,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314141242,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314141246,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314142247,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314142255,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314143257,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743},{"func":"github.com/conduitio/conduit/pkg/lifecycle/stream.(*DestinationNode).Run","file":"/app/pkg/lifecycle/stream/destination.go","line":81},{"func":"github.com/conduitio/conduit/pkg/connector.(*Destination).open","file":"/app/pkg/connector/destination.go","line":293}],"error":"node postgres-to-kafka:kafka-destination stopped with error: could not open destination connector: could not open destination connector plugin: failed to dial broker: unable to dial: dial tcp: lookup broker on 127.0.0.11:53: no such host","component":"lifecycle.Service","node_id":"postgres-to-kafka:kafka-destination","time":1742314143257,"message":"node stopped"}
benchi-conduit  | {"level":"info","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","duration":13819.274154,"attempt":4,"time":1742314143257,"message":"restarting with backoff"}
benchi-conduit  | {"level":"info","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","time":1742314157078,"message":"pipeline started"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1742314157079,"message":"destination connector plugin successfully started"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314157085,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743},{"func":"github.com/conduitio/conduit/pkg/lifecycle/stream.(*SourceNode).Run","file":"/app/pkg/lifecycle/stream/source.go","line":120},{"func":"github.com/conduitio/conduit/pkg/connector.(*Source).open","file":"/app/pkg/connector/source.go","line":308}],"error":"node postgres-to-kafka:postgres-source stopped with error: could not open source connector: could not open source connector plugin: failed to find primary key for table employees: failed to query table keys: failed to connect to `user=meroxauser database=meroxadb`:\n\thostname resolving error: lookup source-postgres on 127.0.0.11:53: no such host\n\tlookup source-postgres on 127.0.0.11:53: no such host","component":"lifecycle.Service","node_id":"postgres-to-kafka:postgres-source","time":1742314157091,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node fanin stopped with error: context canceled","component":"lifecycle.Service","node_id":"fanin","time":1742314157091,"message":"node stopped"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1742314157091,"message":"destination connector plugin successfully torn down"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node postgres-to-kafka:kafka-destination-acker stopped with error: context canceled","component":"lifecycle.Service","node_id":"postgres-to-kafka:kafka-destination-acker","time":1742314157091,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node postgres-to-kafka:postgres-source-metrics stopped with error: context canceled","component":"lifecycle.Service","node_id":"postgres-to-kafka:postgres-source-metrics","time":1742314157091,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node postgres-to-kafka:kafka-destination-metrics stopped with error: context canceled","component":"lifecycle.Service","node_id":"postgres-to-kafka:kafka-destination-metrics","time":1742314157091,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node fanout stopped with error: context canceled","component":"lifecycle.Service","node_id":"fanout","time":1742314157091,"message":"node stopped"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314158087,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314158090,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314159093,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314159099,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314160099,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314160103,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314161104,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314161109,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314162110,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314162115,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314163116,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314163122,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314164123,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314164127,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314165129,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314165134,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314166134,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314166140,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314167141,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743},{"func":"github.com/conduitio/conduit/pkg/lifecycle/stream.(*DestinationNode).Run","file":"/app/pkg/lifecycle/stream/destination.go","line":81},{"func":"github.com/conduitio/conduit/pkg/connector.(*Destination).open","file":"/app/pkg/connector/destination.go","line":293}],"error":"node postgres-to-kafka:kafka-destination stopped with error: could not open destination connector: could not open destination connector plugin: failed to dial broker: unable to dial: dial tcp: lookup broker on 127.0.0.11:53: no such host","component":"lifecycle.Service","node_id":"postgres-to-kafka:kafka-destination","time":1742314167141,"message":"node stopped"}
benchi-conduit  | {"level":"info","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","duration":21845.881412,"attempt":5,"time":1742314167142,"message":"restarting with backoff"}
benchi-conduit  | {"level":"info","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","time":1742314188990,"message":"pipeline started"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1742314188991,"message":"destination connector plugin successfully started"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314189000,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743},{"func":"github.com/conduitio/conduit/pkg/lifecycle/stream.(*SourceNode).Run","file":"/app/pkg/lifecycle/stream/source.go","line":120},{"func":"github.com/conduitio/conduit/pkg/connector.(*Source).open","file":"/app/pkg/connector/source.go","line":308}],"error":"node postgres-to-kafka:postgres-source stopped with error: could not open source connector: could not open source connector plugin: failed to find primary key for table employees: failed to query table keys: failed to connect to `user=meroxauser database=meroxadb`:\n\thostname resolving error: lookup source-postgres on 127.0.0.11:53: no such host\n\tlookup source-postgres on 127.0.0.11:53: no such host","component":"lifecycle.Service","node_id":"postgres-to-kafka:postgres-source","time":1742314189006,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node fanin stopped with error: context canceled","component":"lifecycle.Service","node_id":"fanin","time":1742314189006,"message":"node stopped"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1742314189006,"message":"destination connector plugin successfully torn down"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node postgres-to-kafka:kafka-destination-acker stopped with error: context canceled","component":"lifecycle.Service","node_id":"postgres-to-kafka:kafka-destination-acker","time":1742314189006,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node postgres-to-kafka:kafka-destination-metrics stopped with error: context canceled","component":"lifecycle.Service","node_id":"postgres-to-kafka:kafka-destination-metrics","time":1742314189006,"message":"node stopped"}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743}],"error":"node fanout stopped with error: context canceled","component":"lifecycle.Service","node_id":"fanout","time":1742314189006,"message":"node stopped"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314190005,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314190011,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314191012,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314191015,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314192017,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314192025,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314193027,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314193032,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314194033,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314194042,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314195044,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314195049,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314196051,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314196057,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314197058,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314197063,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314198066,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","addr":"addr","addr":"broker","addr":"err","time":1742314198074,"message":"unable to open connection to broker"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1742314199075,"message":"failed to dial broker, trying again..."}
benchi-conduit  | {"level":"error","stack":[{"func":"github.com/conduitio/conduit/pkg/lifecycle.(*Service).runPipeline.func2","file":"/app/pkg/lifecycle/service.go","line":743},{"func":"github.com/conduitio/conduit/pkg/lifecycle/stream.(*DestinationNode).Run","file":"/app/pkg/lifecycle/stream/destination.go","line":81},{"func":"github.com/conduitio/conduit/pkg/connector.(*Destination).open","file":"/app/pkg/connector/destination.go","line":293}],"error":"node postgres-to-kafka:kafka-destination stopped with error: could not open destination connector: could not open destination connector plugin: failed to dial broker: unable to dial: dial tcp: lookup broker on 127.0.0.11:53: no such host","component":"lifecycle.Service","node_id":"postgres-to-kafka:kafka-destination","time":1742314199075,"message":"node stopped"}
benchi-conduit  | {"level":"info","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","duration":57401.276411,"attempt":6,"time":1742314199075,"message":"restarting with backoff"}
[Kbenchi-conduit exited with code 2
